C1,C2,text,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,sentiment,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30
87,,"Астронавт / Linoleum. даже не спрашивайте про перевод :) несколько сюрреалистическое кино про детскую мечту о космосе. не буду говорить в чем заключается ""гениальная"" идея режиссера, но в конце все станет ясно. если досмотрите. я досматривал через силу.",https://t.me/six_seasons_and_a_movie_channel/844?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,225,0,1683213984,1733431352,0,null,null,NEUTRAL,rus,,38,0,0,0.9782609,0.02173913,0,4,6,3,1,9,0,10,true
87,,"Голливудские клерки / E-Listers. кино о нелегкой жижни актеров массовки и прочих покорителей голливуда, которые часами сидят на кастингах, пытаясь заполучить хоть какую-то эпизодическую роль хоть где. возможно для представителей профессии это и будет интересно, но для всех остальных, полагаю, скука смертная. я - весь остальной.",https://t.me/six_seasons_and_a_movie_channel/845?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,231,0,1683267932,1733431352,0,null,null,NEGATIVE,rus,,46,0,1,0.9661017,0.033898305,0,9,4,3,0,11,3,11,true
87,,"Ренфилд (Renfield). похоже, что николас кейдж все же начал выкорабкиваться из своих финансовых проблем, потому что фильмы уже не полный отстой. что же касается данного произведения, то это история про ренфилда - слугу дракулы, который приводит ему пропитание и выполняет другие мелкие поручения. суть пересказывать, понятное дело, не стану, но если вы любите классные кровавые драки с отрываниями конечностей и кровищей во все стороны, то - это для вас :) но, помимо этого, сюжет тоже имеется. если подводить итог, то кино однозначно удалось. мне понравилось.",https://t.me/six_seasons_and_a_movie_channel/846?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,246,0,1683275497,1733431352,0,null,"[{""ner"":""Ренфилд (Renfield)"",""lemma"":""ренфилд (renfield)"",""label"":""PER"",""start_pos"":0,""end_pos"":18},{""ner"":""николас кейдж"",""lemma"":""николас кейдж"",""label"":""PER"",""start_pos"":32,""end_pos"":45}]",POSITIVE,rus,,85,0,0,0.99038464,0.009615385,0,9,13,9,0,20,4,21,true
87,,"«Дешевле нет» — трейлер детективного триллера от Яндекс Маркета. Смотрите его в кинотеатрах, а товары со значком «Дешевле нет» ищите на Яндекс Маркете.
Заходите по ссылке
и закупайтесь по одним из самых низких цен на рынке.
#Промо",https://t.me/kinopoisk/42195?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,94000,0,1731340058,1733431353,0,null,"[{""ner"":""Яндекс Маркета"",""lemma"":""яндекс маркет"",""label"":""PER"",""start_pos"":49,""end_pos"":63},{""ner"":""Дешевле нет"",""lemma"":""дешевле нет"",""label"":""ORG"",""start_pos"":114,""end_pos"":125},{""ner"":""Яндекс Маркете"",""lemma"":""яндекс маркет"",""label"":""PER"",""start_pos"":136,""end_pos"":150},{""ner"":""Промо"",""lemma"":""промо"",""label"":""LOC"",""start_pos"":225,""end_pos"":230}]",NEUTRAL,rus,,37,0,0,1,0,0,3,5,1,1,9,2,10,true
87,,"Вот и настал день, когда Леонардо ДиКаприо — больше не подросток из «Титаника», а солидный 50-летний актер. С «Оскаром» и серьезными ролями за спиной.
Настало время осмыслить феномен нашего Лео и посмотреть на его карьеру с длинной дистанции.
Читайте
текст
Павла Пугачева о том, какое место занимает ДиКаприо в кинематографе сейчас (и это отнюдь не место Рика Далтона).
🔥
«Кинопоиск»",https://t.me/kinopoisk/42196?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,101300,0,1731344567,1733431353,0,null,"[{""ner"":""Леонардо ДиКаприо"",""lemma"":""леонардо дикаприо"",""label"":""PER"",""start_pos"":25,""end_pos"":42},{""ner"":""Лео"",""lemma"":""лео"",""label"":""PER"",""start_pos"":190,""end_pos"":193},{""ner"":""Павла Пугачева"",""lemma"":""павел пугачёв"",""label"":""PER"",""start_pos"":257,""end_pos"":271},{""ner"":""ДиКаприо"",""lemma"":""дикаприо"",""label"":""PER"",""start_pos"":300,""end_pos"":308},{""ner"":""Рика Далтона"",""lemma"":""рик далтона"",""label"":""PER"",""start_pos"":355,""end_pos"":367},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":373,""end_pos"":382},{""ner"":""50"",""lemma"":""50"",""label"":""NUM"",""start_pos"":91,""end_pos"":93}]",NEUTRAL,rus,,60,0,1,1,0,0,4,6,2,0,14,4,17,true
87,,"50 лет, Лео! С юбилеем! А помните его в
«Острове проклятых»
?
Сегодня с рубрикой #ФильмДня отправляемся в загадочную психиатрическую больницу. В триллере Мартина Скорсезе ДиКаприо играет судебного пристава, прибывшего на изолированный остров в поисках пропавшей пациентки.
Обещаем, что сюжет будет держать вас в напряжении до самого конца
🤫
🔥
«Кинопоиск»",https://t.me/kinopoisk/42200?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,117600,0,1731349890,1733431353,0,null,"[{""ner"":""Лео"",""lemma"":""лео"",""label"":""PER"",""start_pos"":8,""end_pos"":11},{""ner"":""ФильмДня"",""lemma"":""фильмдня"",""label"":""ORG"",""start_pos"":82,""end_pos"":90},{""ner"":""Мартина Скорсезе ДиКаприо"",""lemma"":""мартин скорсезе дикаприо"",""label"":""PER"",""start_pos"":154,""end_pos"":179},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":344,""end_pos"":353},{""ner"":""50"",""lemma"":""50"",""label"":""NUM"",""start_pos"":0,""end_pos"":2}]",NEUTRAL,rus,,51,0,3,1,0,0,6,7,2,1,14,1,13,true
87,,"Как понять, за чем из поп-культурных трендов следить, а что не стоит и выеденного яйца? Разберемся с
«Министерством поп-культуры»!
Раз в две недели оно будет проводить заседание, чтобы обсудить (и оценить!) главные новости из мира кино, видеоигр и музыки — и утвердить или отправить их в шредер.
Свои подписи поставят:
✍️
председатель гик-департамента, стендап-комик
Сева Ловкачёв
✍️
уполномоченный по правам геймеров, блогер и видеоэссеист
Алексей Луцай
✍️
руководитель комитета зумеров, журналистка и редактор издания «Афиша Daily»
Аля Александрова
На повестке первого собрания — сиквел «Джокера», новый альбом The Cure, сериал Юрия Быкова «Лихие», феномен Достоевского, вторые сезоны «Игры в кальмара» и «Аркейна».
«Министерство поп-культуры» — это первый видеоподкаст Кинопоиска. Премьера состоится 14 ноября в онлайн-кинотеатре и на YouTube-канале Кинопоиск Экстра.
Буду смотреть
🔥
«Кинопоиск»",https://t.me/kinopoisk/42201?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,131300,0,1731398401,1733431353,0,null,"[{""ner"":""Сева Ловкачёв"",""lemma"":""сева ловкачёв"",""label"":""PER"",""start_pos"":367,""end_pos"":380},{""ner"":""Алексей Луцай"",""lemma"":""алексей луцай"",""label"":""PER"",""start_pos"":441,""end_pos"":454},{""ner"":""Афиша Daily"",""lemma"":""афиша daily"",""label"":""ORG"",""start_pos"":521,""end_pos"":532},{""ner"":""Аля Александрова"",""lemma"":""аля александров"",""label"":""PER"",""start_pos"":534,""end_pos"":550},{""ner"":""Джокера"",""lemma"":""джокера"",""label"":""ORG"",""start_pos"":590,""end_pos"":597},{""ner"":""The Cure"",""lemma"":""the cure"",""label"":""ORG"",""start_pos"":613,""end_pos"":621},{""ner"":""Юрия Быкова"",""lemma"":""юрий быков"",""label"":""PER"",""start_pos"":630,""end_pos"":641},{""ner"":""Достоевского"",""lemma"":""достоевский"",""label"":""PER"",""start_pos"":659,""end_pos"":671},{""ner"":""Аркейна"",""lemma"":""аркейна"",""label"":""ORG"",""start_pos"":708,""end_pos"":715},{""ner"":""Министерство поп-культуры"",""lemma"":""министерство поп-культура"",""label"":""ORG"",""start_pos"":719,""end_pos"":744},{""ner"":""Кинопоиска"",""lemma"":""кинопоиска"",""label"":""LOC"",""start_pos"":772,""end_pos"":782},{""ner"":""Кинопоиск Экстра"",""lemma"":""кинопоиск экстра"",""label"":""PER"",""start_pos"":853,""end_pos"":869},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":888,""end_pos"":897},{""ner"":""14 ноября"",""lemma"":""14 ноября"",""label"":""DATE"",""start_pos"":803,""end_pos"":812}]",NEUTRAL,rus,,124,0,0,0.9794872,0.020512821,0,10,12,4,1,61,1,43,true
87,,"В ноябре выйдет трейлер киноадаптации «Как приручить дракона».
Мэйсон Темз и Нико Паркер воплотят образы Иккинга и Астрид, а Джерард Батлер сыграет вождя.
Дин Деблуа, ответственный за анимационную трилогию, написал сценарий и сел в кресло режиссёра.
Это первый раз в истории Голливуда когда создатель оригинала занимается киноадаптацией. Для Деблуа это ещё и дебют в полнометражном кино.
Премьера состоится в июне 2025 года.
🍿
Фильмы на вечер",https://t.me/kinosom/7191?embed=1&mode=tme,https://t.me/,https://t.me/s/kinosom,28600,0,1731400507,1733431353,0,null,"[{""ner"":""Мэйсон Темз"",""lemma"":""мэйсон темз"",""label"":""PER"",""start_pos"":63,""end_pos"":74},{""ner"":""Нико Паркер"",""lemma"":""нико паркер"",""label"":""PER"",""start_pos"":77,""end_pos"":88},{""ner"":""Иккинга"",""lemma"":""иккинга"",""label"":""PER"",""start_pos"":105,""end_pos"":112},{""ner"":""Астрид"",""lemma"":""астрид"",""label"":""PER"",""start_pos"":115,""end_pos"":121},{""ner"":""Джерард Батлер"",""lemma"":""джерард батлер"",""label"":""PER"",""start_pos"":125,""end_pos"":139},{""ner"":""Дин Деблуа"",""lemma"":""дин деблуа"",""label"":""PER"",""start_pos"":155,""end_pos"":165},{""ner"":""Голливуда"",""lemma"":""голливуд"",""label"":""LOC"",""start_pos"":275,""end_pos"":284},{""ner"":""Деблуа"",""lemma"":""деблуа"",""label"":""PER"",""start_pos"":342,""end_pos"":348},{""ner"":""2025"",""lemma"":""2025"",""label"":""NUM"",""start_pos"":414,""end_pos"":418}]",NEUTRAL,rus,,66,0,1,1,0,0,5,8,2,0,22,2,11,true
87,,"В Сеть слили кадры и отрывок из второй части «Зверополиса».
Джуди и Ник на месте, старые герои тоже вернутся
Мультфильм выйдет на экраны 26 ноября 2025 года.
🍿
Фильмы на вечер",https://t.me/kinosom/7195?embed=1&mode=tme,https://t.me/,https://t.me/s/kinosom,28400,0,1731409633,1733431353,0,null,"[{""ner"":""Сеть"",""lemma"":""сеть"",""label"":""LOC"",""start_pos"":2,""end_pos"":6},{""ner"":""Зверополиса"",""lemma"":""зверополиса"",""label"":""ORG"",""start_pos"":46,""end_pos"":57},{""ner"":""Джуди"",""lemma"":""джуди"",""label"":""PER"",""start_pos"":60,""end_pos"":65},{""ner"":""Ник"",""lemma"":""ник"",""label"":""PER"",""start_pos"":68,""end_pos"":71},{""ner"":""26 ноября"",""lemma"":""26 ноября"",""label"":""DATE"",""start_pos"":137,""end_pos"":146},{""ner"":""2025"",""lemma"":""2025"",""label"":""NUM"",""start_pos"":147,""end_pos"":151}]",NEUTRAL,rus,,31,0,1,1,0,0,4,3,0,0,10,1,5,true
87,,"На D23 в Бразилии показали новые концепт-арты следующего «Аватара» Джеймса Кэмерона.
По словам режиссера, фильм находится на стадии постпродакшна, то есть съемки уже завершены.
«Аватар: Огонь и пепел» выйдет в зарубежный прокат 19 декабря 2025 года.
🍿
Фильмы на вечер",https://t.me/kinosom/7200?embed=1&mode=tme,https://t.me/,https://t.me/s/kinosom,32600,0,1731416590,1733431353,0,null,"[{""ner"":""Бразилии"",""lemma"":""бразилия"",""label"":""LOC"",""start_pos"":9,""end_pos"":17},{""ner"":""Аватара"",""lemma"":""аватар"",""label"":""ORG"",""start_pos"":58,""end_pos"":65},{""ner"":""Джеймса Кэмерона"",""lemma"":""джеймс кэмерон"",""label"":""PER"",""start_pos"":67,""end_pos"":83},{""ner"":""19 декабря 2025"",""lemma"":""19 декабря 2025"",""label"":""DATE"",""start_pos"":228,""end_pos"":243},{""ner"":""23"",""lemma"":""23"",""label"":""NUM"",""start_pos"":4,""end_pos"":6},{""ner"":""2025"",""lemma"":""2025"",""label"":""NUM"",""start_pos"":239,""end_pos"":243}]",NEUTRAL,rus,,40,0,1,0.98214287,0.017857144,0,5,5,0,0,15,2,10,true
87,,"человек муравей и оса. что можно сказать о фильме по марвеловским комиксам... это фильм по комиксам. бессмысленный, беспощадный и очень красочный. просто посмотреть на красивую картинку. на спецэффекты не поскупились. втыкануть под пивко сойдет. 2 миллиарда сборов - перебор.",https://t.me/six_seasons_and_a_movie_channel/835?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,195,0,1682348722,1733431353,0,null,"[{""ner"":""оса"",""lemma"":""оса"",""label"":""ORG"",""start_pos"":18,""end_pos"":21},{""ner"":""2"",""lemma"":""2"",""label"":""NUM"",""start_pos"":246,""end_pos"":247}]",NEUTRAL,rus,,39,0,0,1,0,0,5,5,1,1,14,2,9,true
87,,"""копейка"". фильм ивана духовичного. про жигуль первой модели. понятно, что машина там только аттрибут, связывающий персонажей фильма. и тем не менее, кино почему-то хочется досмотреть, несмотря на отсутствие какой-то внятной истории. но понравится, наверное, не всем.",https://t.me/six_seasons_and_a_movie_channel/836?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,192,0,1682411737,1733431353,0,null,"[{""ner"":""ивана духовичного"",""lemma"":""иван духовичного"",""label"":""PER"",""start_pos"":17,""end_pos"":34}]",NEUTRAL,rus,,36,0,0,1,0,0,4,4,2,0,10,7,14,true
87,,"посмотрел сериал ""кровь и сокровища""/Blood And Treasure. еще одна вариация на тему индианы джонса. на этот раз возьня тут с гробницей марка антония и клеопатры. ну а так же тайные общества, терракты, погони и т.д. в целом, мне поравилось. надо разузнать есть ли второй сезон.",https://t.me/six_seasons_and_a_movie_channel/837?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,175,0,1682927517,1733431353,0,null,"[{""ner"":""And Treasure"",""lemma"":""and treasure"",""label"":""ORG"",""start_pos"":43,""end_pos"":55}]",NEUTRAL,rus,,45,0,0,0.962963,0.037037037,0,2,5,1,1,15,4,10,true
87,,"""на солнце, вдоль рядов кукурузы"". фильм с егором бероевым, про пилота, сумевшего посадить пассажирский самолет с двумя горящими двигателями на кукурузное поле. наверняка какие-то технические косяки есть, но я не пилот, поэтому не заметил. что удивительно, режиссер - сарик андреасян, который прославился на лютой тупой дичи, вроде вильма про карлсона с галустяном. в целом, фильм удался.
сейчас буду смотреть ""аэроплан"" и ""аэроплан2"". для контраста :)",https://t.me/six_seasons_and_a_movie_channel/838?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,182,0,1682953678,1733431353,0,null,"[{""ner"":""егором бероевым"",""lemma"":""егор бероевым"",""label"":""PER"",""start_pos"":43,""end_pos"":58},{""ner"":""андреасян"",""lemma"":""андреасян"",""label"":""PER"",""start_pos"":274,""end_pos"":283},{""ner"":""аэроплан2"",""lemma"":""аэроплан2"",""label"":""ORG"",""start_pos"":424,""end_pos"":433},{""ner"":""2"",""lemma"":""2"",""label"":""NUM"",""start_pos"":432,""end_pos"":433}]",NEUTRAL,rus,,65,0,0,1,0,0,7,7,3,1,21,3,22,true
87,,"посмотрел ""южный парк. потоковые войны""/""South Park.The Streaming Wars"". очередная полнометражка сами знаете про кого. пародия на войну между стриминговыми сервисами. ну а если смотрели ""южный парк"", то знаете, как они все это выворачивают. поэтому наркотики, сиськи, убийства и извращения :) поэтому исключительно для поклонников, я полагаю.",https://t.me/six_seasons_and_a_movie_channel/839?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,183,0,1683036278,1733431353,0,null,"[{""ner"":""The Streaming Wars"",""lemma"":""the streaming wars"",""label"":""ORG"",""start_pos"":52,""end_pos"":70}]",NEUTRAL,rus,,46,0,0,0.93650794,0.06349207,0,6,6,4,0,11,4,17,true
87,,"Досмотрел первый сезон ""Дом дракона"". Это предыстория ""Игры престолов"", произошедшая за тысячу лет до. Но по сравнению с ""Игрой престолов"" он получился весьма вялым, Почти нет запоминающихся и харизматичных персонажей, Нет мистики, каких-то интриг и ключевых персонажей не валят с бешеной скоростью (не, убийства-то имеются, но убивают тех, кого и не вспомнят в следующей серии). Но последняя серия показала, что первый сезон был только прелюдией перед будущей жестью. Ну я, по крайней мере, на это надеюсь. Так что второй сезон буду ждать. Ах, да... Если ждете сисек-писек, то обломитесь.",https://t.me/six_seasons_and_a_movie_channel/840?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,190,0,1683050624,1733431353,0,null,null,NEUTRAL,rus,,89,0,0,1,0,0,11,14,5,0,29,4,28,true
87,,"#ФильмДня —
«Области тьмы»
🧠
Нью-йоркского писателя Эдди преследуют неудачи. Чтобы изменить ситуацию, он решает принять препарат, который повышает работоспособность мозга. И вот ему удается дописать роман, заработать много денег, но побочные эффекты таблеток уже дают о себе знать, а значит нужно искать новые.
Фантастический триллер с Брэдли Купером цепляет сразу после того, как слышишь о загадочном препарате, который принимает его герой. Да и кто не задумывался о тех вещах, которые можно было бы сделать, если бы мозг работал на сто процентов. Как раз это фильм и исследует — будет ли отсутствие ограничений благом или же оно создаст проблемы?
При все при том «Области тьмы» остаются динамичным и напряженным кино, в котором гармонично смешиваются отличная актерская работа Брэдли Купера, элементы криминального триллера и интересные визуальные решения.
🔥
«Кинопоиск»",https://t.me/kinopoisk/42177?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,110800,0,1731261646,1733431354,0,null,"[{""ner"":""ФильмДня"",""lemma"":""фильмдня"",""label"":""ORG"",""start_pos"":1,""end_pos"":9},{""ner"":""Эдди"",""lemma"":""эдди"",""label"":""PER"",""start_pos"":52,""end_pos"":56},{""ner"":""Брэдли Купером"",""lemma"":""брэдли купер"",""label"":""PER"",""start_pos"":336,""end_pos"":350},{""ner"":""Брэдли Купера"",""lemma"":""брэдли купер"",""label"":""PER"",""start_pos"":779,""end_pos"":792},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":862,""end_pos"":871}]",NEUTRAL,rus,,128,0,1,1,0,0,14,23,14,2,32,5,28,true
87,,"Леонардо ДиКаприо — 50!
Сколько чудесных фильмов, сколько мощных ролей… И сколько еще впереди.
Вспоминаем главные работы Лео в свежем #КП_Видео, а вам предлагаем выбрать лучшую в комментариях.
🔥
«Кинопоиск»",https://t.me/kinopoisk/42178?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,107000,0,1731313202,1733431354,0,null,"[{""ner"":""Леонардо ДиКаприо"",""lemma"":""леонардо дикаприо"",""label"":""PER"",""start_pos"":0,""end_pos"":17},{""ner"":""Лео"",""lemma"":""лео"",""label"":""PER"",""start_pos"":121,""end_pos"":124},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":196,""end_pos"":205},{""ner"":""50"",""lemma"":""50"",""label"":""NUM"",""start_pos"":20,""end_pos"":22}]",POSITIVE,rus,,30,0,1,1,0,0,4,4,1,4,7,2,10,true
87,,"Пират-капитан
Джек Воробей
, Семен Горбунков и остальные — на свежих кадрах комедии
«Небриллиантовая рука»
💎
🤟
В кадре: Галустян, Батрутдинов, Кологривый, Губерниев, Музыченко и многие другие. А еще — тонны отсылок к поп-культуре и любимому советскому кино. Новогоднее настроение обеспечено!
«Небриллиантовая рука» выйдет 31 декабря на ТНТ и Кинопоиске. Ждем?
🔥
«Кинопоиск»",https://t.me/kinopoisk/42183?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,146100,0,1731322874,1733431354,0,null,"[{""ner"":""Джек Воробей"",""lemma"":""джек воробей"",""label"":""PER"",""start_pos"":14,""end_pos"":26},{""ner"":""Семен Горбунков"",""lemma"":""семён горбунков"",""label"":""PER"",""start_pos"":29,""end_pos"":44},{""ner"":""Галустян"",""lemma"":""галустян"",""label"":""PER"",""start_pos"":120,""end_pos"":128},{""ner"":""Батрутдинов"",""lemma"":""батрутдинов"",""label"":""PER"",""start_pos"":130,""end_pos"":141},{""ner"":""Кологривый"",""lemma"":""кологривый"",""label"":""PER"",""start_pos"":143,""end_pos"":153},{""ner"":""Губерниев"",""lemma"":""губерниев"",""label"":""PER"",""start_pos"":155,""end_pos"":164},{""ner"":""Музыченко"",""lemma"":""музыченко"",""label"":""PER"",""start_pos"":166,""end_pos"":175},{""ner"":""ТНТ"",""lemma"":""тнт"",""label"":""ORG"",""start_pos"":336,""end_pos"":339},{""ner"":""Кинопоиске"",""lemma"":""кинопоиске"",""label"":""LOC"",""start_pos"":342,""end_pos"":352},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":363,""end_pos"":372},{""ner"":""31 декабря"",""lemma"":""31 декабря"",""label"":""DATE"",""start_pos"":322,""end_pos"":332}]",NEUTRAL,rus,,53,0,3,1,0,0,11,3,0,0,17,1,21,true
87,,"«Трасса» — один из самых шокирующих сериалов последних лет.
Помимо того, что 10-серийное творение Душана Глигорова — это аттракцион, который нехило щекочет нервы, это еще и важное, смелое и честное высказывание о насилии и других неудобных темах.
Историк женской литературы Мария Нестеренко
разбирает сериал
Okko, сравнивая его с «Твин Пиксом», «Грузом 200» и сказками братьев Гримм.
🔥
«Кинопоиск»",https://t.me/kinopoisk/42184?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,95400,0,1731331004,1733431354,0,null,"[{""ner"":""Душана Глигорова"",""lemma"":""душана глигорова"",""label"":""PER"",""start_pos"":98,""end_pos"":114},{""ner"":""Мария Нестеренко"",""lemma"":""мария нестеренко"",""label"":""PER"",""start_pos"":274,""end_pos"":290},{""ner"":""Okko"",""lemma"":""okko"",""label"":""ORG"",""start_pos"":308,""end_pos"":312},{""ner"":""Твин Пиксом"",""lemma"":""твин пиксом"",""label"":""ORG"",""start_pos"":331,""end_pos"":342},{""ner"":""Гримм"",""lemma"":""гримм"",""label"":""PER"",""start_pos"":377,""end_pos"":382},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":387,""end_pos"":396},{""ner"":""10"",""lemma"":""10"",""label"":""NUM"",""start_pos"":77,""end_pos"":79},{""ner"":""200"",""lemma"":""200"",""label"":""NUM"",""start_pos"":353,""end_pos"":356}]",NEUTRAL,rus,,58,0,0,0.989011,0.010989011,0,9,4,4,2,17,1,20,true
87,,"В мире существуют два типа людей: те, кто панически боятся высоты, и Том Круз.
Новая «Миссия невыполнима» выйдет в зарубежный прокат 23 мая 2025 года, а пока любуемся кадрами из первого
трейлера
восьмой части.
Буду смотреть
🔥
«Кинопоиск»",https://t.me/kinopoisk/42194?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,104700,0,1731335278,1733431354,0,null,"[{""ner"":""Том Круз"",""lemma"":""том круз"",""label"":""PER"",""start_pos"":69,""end_pos"":77},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":227,""end_pos"":236},{""ner"":""23 мая"",""lemma"":""23 мая"",""label"":""DATE"",""start_pos"":133,""end_pos"":139},{""ner"":""2025"",""lemma"":""2025"",""label"":""NUM"",""start_pos"":140,""end_pos"":144}]",NEUTRAL,rus,,38,0,1,1,0,0,6,5,1,1,14,2,10,true
87,,"Тетрис (Tetris). Даже не буду цепляться к ляпам и клюкве, которыми усыпан фильм. На западе не увидят, поэтому о сути. Кино про то, что, как бы ты не пытался там официально продать то, что ты сделал, тебя все равно наебут. И, возможно, не один раз. Это фильм не про игру, а про алчность. К сожалению. В очередной раз, к сожалению. Не про творчество, а про корысть. Ждешь одно, а получаешь реальность.
Если без эмоций, то кино хорошее. Просто, видимо, вся история была не слишком веселой, как многие думали...",https://t.me/six_seasons_and_a_movie_channel/830?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,227,0,1680641816,1733431354,0,null,"[{""ner"":""Тетрис (Tetris)"",""lemma"":""тетрис (tetris)"",""label"":""PER"",""start_pos"":0,""end_pos"":15}]",NEUTRAL,rus,,88,0,3,0.99159664,0.008403362,0,4,10,8,1,19,8,30,true
87,,"Сам Пажитнов, интересно, получил с фильма деньги? Сомневаюсь...",https://t.me/six_seasons_and_a_movie_channel/831?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,213,0,1680642206,1733431354,0,null,"[{""ner"":""Пажитнов"",""lemma"":""пажитнов"",""label"":""PER"",""start_pos"":4,""end_pos"":12}]",NEUTRAL,rus,,8,0,0,1,0,0,2,2,0,0,2,0,4,true
87,,"""Король и шут"". Осталось досмотреть последнюю серию, но не думаю, что она изменит мнение о сериале. Поэтому, сразу итог: сериал однозначно удался. Смесь реальности и сказок из песен группы - это очень хороших ход, плюс много любимых песен. Я на концерт КиШ ходил году в 2004-5 и это до сих пор в памяти. Группа отличная, песни отличные, сериал хороший. Фанатам - смотреть. Остальным - по желанию.",https://t.me/six_seasons_and_a_movie_channel/832?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,220,0,1680941436,1733431354,0,null,"[{""ner"":""КиШ"",""lemma"":""киш"",""label"":""ORG"",""start_pos"":253,""end_pos"":256},{""ner"":""2004"",""lemma"":""2004"",""label"":""NUM"",""start_pos"":270,""end_pos"":274},{""ner"":""5"",""lemma"":""5"",""label"":""NUM"",""start_pos"":275,""end_pos"":276}]",POSITIVE,rus,,66,0,1,1,0,0,9,7,4,1,23,6,19,true
87,,"Шазам! Ярость богов / Shazam! Fury of the Gods. Ну и что можно сказать о продолжении очередного фильма по комиксам? Да все нормально. Нескучное кино со спецэффектами и вменяемым сюжетом, который не выходит за замки подросткового фильма. Просто посмотреть на пиу-пиу. Скучно не было - это главное. Сюжет забудется через неделю.",https://t.me/six_seasons_and_a_movie_channel/833?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,221,0,1680966620,1733431354,0,null,null,NEUTRAL,rus,,51,0,0,0.9206349,0.07936508,0,7,4,2,0,12,1,11,true
87,,"""И снова здравствуйте"". Наш сериал с Мерзликиным про то, как его убивают, а он восстает из мертвых. Естественно, для того, чтобы решить свои незавершенные при жизни дела. Довольно неплохо, не слишком бредово и в меру весело. Пока первый сезон, но второй тоже посмотрю.",https://t.me/six_seasons_and_a_movie_channel/834?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,234,0,1681043615,1733431354,0,null,"[{""ner"":""Мерзликиным"",""lemma"":""мерзликиным"",""label"":""PER"",""start_pos"":37,""end_pos"":48}]",NEUTRAL,rus,,43,0,1,1,0,0,7,5,4,0,5,7,13,true
87,,"Успели уже побывать в Белогорье? Если нет, предлагаем вам отправиться в путешествие, чтобы узнать, как снимали новый сериал «Последний богатырь. Наследие».
В нашем
материале
любуемся костюмами, декорациями и реквизитом, а также рассказываем, из чего состоят образы героев, где на реальных картах находится Белогорье и какой эпизод сериала оказался самым дорогим.
🔥
«Кинопоиск»",https://t.me/kinopoisk/42169?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,89300,0,1731222496,1733431355,0,null,"[{""ner"":""Белогорье"",""lemma"":""белогорье"",""label"":""LOC"",""start_pos"":22,""end_pos"":31},{""ner"":""Белогорье"",""lemma"":""белогорье"",""label"":""LOC"",""start_pos"":306,""end_pos"":315},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":366,""end_pos"":375}]",NEUTRAL,rus,,52,0,1,1,0,0,5,11,2,0,14,4,16,true
